"enabled","deleted","cr_time","up_time","comment","id","cid1","rel","cid2","rela","source","is_source"
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:23","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241947,SO00723862,RO,SO00020983,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:54","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241948,SO00763670,RO,SO02528960,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 19:00:24","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241949,SO02299158,RO,SO01695230,operation_has_contraindication_with_patient_condition,康复技术全书,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:48","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241950,SO02235242,RO,SO02526097,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:57","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241951,SO00763670,RO,SO02528974,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:54","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241952,SO00181301,RO,SO02528960,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:24","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241953,SO02528978,RO,SO00020983,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 19:00:24","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241954,SO00331133,RO,SO01695230,operation_has_contraindication_with_patient_condition,康复技术全书,SRT
1,0,"2022-06-24 12:18:51","2022-07-13 12:14:43","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241955,SO00017412,RO,SO02528962,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:37","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241956,SO00004885,RO,SO01852219,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:32","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241957,SO00069873,RO,SO00272278,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:31","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241958,SO00021364,RO,SO00272278,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,1,"2022-06-24 12:18:51","2022-11-11 16:20:15","chen.chong. 2022-11-11 update deleted from [0] to [1], update is_source from [SRT] to [999] for the [general] project, the reason is [delete rels of old cid1[SO02225351] and then migrate to new cid1[SO01488565]];
fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241959,SO02225351,RO,SO02526097,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,"999"
1,0,"2022-06-24 12:18:51","2022-11-03 18:58:02","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241960,SO00331133,RO,SO00539565,operation_has_contraindication_with_patient_condition,[康复医学].纪树荣,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:22","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241961,SO00121910,RO,SO00020983,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:24","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241962,SO01741348,RO,SO00020983,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:20","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241963,SO00763670,RO,SO00011711,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:33","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241964,SO00130616,RO,SO00272278,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-07-13 12:14:43","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241965,SO00121863,RO,SO02528962,operation_has_contraindication_with_patient_condition,SRT,SRT
1,1,"2022-06-24 12:18:51","2022-11-03 18:16:37","fangkankan 2022-11-03 update deleted from [0] to [1], update is_source from [SRT] to [999] for the [general] project, the reason is [update relation];
fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241966,SO02298102,RO,SO00270089,operation_has_contraindication_with_patient_condition,SRT,"999"
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:47","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241967,SO00002288,RO,SO02526097,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-07-13 12:14:43","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241968,SO00156142,RO,SO02528961,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:52","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241969,SO00145157,RO,SO02528959,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:47","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241970,SO00014154,RO,SO02526097,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:37","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241971,SO00004684,RO,SO01680020,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:56","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241972,SO00870781,RO,SO02528963,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:33","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241973,SO00649563,RO,SO00272278,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,1,"2022-06-24 12:18:51","2022-11-03 18:16:37","fangkankan 2022-11-03 update deleted from [0] to [1], update is_source from [SRT] to [999] for the [general] project, the reason is [update relation];
fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241974,SO00085373,RO,SO00270089,operation_has_contraindication_with_patient_condition,SRT,"999"
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:55","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241975,SO02299158,RO,SO02528960,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:48","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241976,SO00429784,RO,SO02526097,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:54","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241977,SO00870781,RO,SO02528960,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:29","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241978,SO00002821,RO,SO00272278,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:48","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241979,SO02527627,RO,SO02526097,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:24","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241980,SO01587063,RO,SO00020983,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:55","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241981,SO02528985,RO,SO02528960,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,1,"2022-06-24 12:18:51","2022-11-03 18:16:37","fangkankan 2022-11-03 update deleted from [0] to [1], update is_source from [SRT] to [999] for the [general] project, the reason is [update relation];
fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241982,SO00429568,RO,SO00270089,operation_has_contraindication_with_patient_condition,SRT,"999"
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:23","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241983,SO00251858,RO,SO00020983,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 19:00:02","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241984,SO00185982,RO,SO00699758,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:51","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241985,SO00604191,RO,SO02528958,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:37","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241986,SO00004574,RO,SO01852219,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:18","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241987,SO02528979,RO,SO00005215,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:39","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241988,SO00763670,RO,SO02121083,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:58:02","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241989,SO00216229,RO,SO00539565,operation_has_contraindication_with_patient_condition,[康复医学].纪树荣,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:18","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241990,SO01659405,RO,SO00005215,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:56","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241991,SO01175896,RO,SO02528963,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:23","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241992,SO00255775,RO,SO00020983,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:58","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241993,SO02525555,RO,SO02528974,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:46","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241994,SO00019410,RO,SO02526096,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:24","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241995,SO02298315,RO,SO00020983,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:53","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241996,SO01999970,RO,SO02528959,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:56","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241997,SO02299158,RO,SO02528963,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 19:00:02","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241998,SO02528983,RO,SO00699758,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:47","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95241999,SO00398758,RO,SO02526096,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:21","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242000,SO00013983,RO,SO00020983,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:53","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242001,SO00003505,RO,SO02528960,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:58:02","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242002,SO00258671,RO,SO00539565,operation_has_contraindication_with_patient_condition,[康复医学].纪树荣,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:55","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242003,SO01761286,RO,SO02528960,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:57:53","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242004,SO00004684,RO,SO00539565,operation_has_contraindication_with_patient_condition,[康复医学].纪树荣,SRT
1,0,"2022-06-24 12:18:51","2022-07-13 12:14:43","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242005,SO00009456,RO,SO02528962,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:46","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242006,SO00008300,RO,SO02526096,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-07-13 12:14:43","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242007,SO00277183,RO,SO02528962,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 19:00:24","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242008,SO00156224,RO,SO01695230,operation_has_contraindication_with_patient_condition,康复技术全书,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:53","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242009,SO00007583,RO,SO02528960,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:54","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242010,SO00350745,RO,SO02528960,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:49","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242011,SO02528987,RO,SO02526097,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:20","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242012,SO00216229,RO,SO00011711,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:30","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242013,SO00004885,RO,SO00272278,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-06-24 12:18:51","2022-07-13 12:14:43","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242014,SO00142897,RO,SO02528962,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-06-24 12:18:51","2022-11-03 18:59:57","fangkankan 2022-06-24 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242015,SO02516841,RO,SO02528974,operation_has_contraindication_with_patient_condition,康复技术规范-卫生部发,SRT
1,0,"2022-07-07 14:10:29","2022-07-13 12:14:43","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242626,SO01828336,RO,SO00412489,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-07-07 14:10:29","2022-07-13 12:14:43","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242627,SO02529086,RO,SO00356469,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-07-07 14:10:29","2022-07-13 12:14:43","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242628,SO02529123,RO,SO00408172,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-07-07 14:10:29","2022-07-13 12:14:43","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242629,SO00338304,RO,SO00417668,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-07-07 14:10:29","2022-07-13 12:14:43","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242630,SO00278764,RO,SO00377641,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-07-07 14:10:29","2022-07-13 12:14:43","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242631,SO00019049,RO,SO00355053,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-07-07 14:10:29","2022-07-13 12:14:43","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242632,SO00337370,RO,SO00077777,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-07-07 14:10:29","2022-07-13 12:14:43","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242633,SO00337367,RO,SO00407664,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-07-07 14:10:29","2022-07-13 12:14:43","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242634,SO00005888,RO,SO00355203,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-07-07 14:10:29","2022-07-13 12:14:43","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242635,SO00010380,RO,SO00412489,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-07-07 14:10:29","2022-07-13 12:14:43","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242636,SO00005890,RO,SO00419523,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-07-07 14:10:29","2022-07-13 12:14:43","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242637,SO00012149,RO,SO01536350,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-07-07 14:10:29","2022-07-13 12:14:43","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242638,SO02001841,RO,SO01536350,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-07-07 14:10:29","2022-07-13 12:14:43","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242639,SO02529044,RO,SO00408172,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-07-07 14:10:29","2022-07-13 12:14:43","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242640,SO00008863,RO,SO00412489,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-07-07 14:10:29","2022-07-13 12:14:43","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242641,SO02529021,RO,SO00355306,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-07-07 14:10:29","2022-07-13 12:14:43","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242642,SO00005890,RO,SO00356420,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-07-07 14:10:29","2022-07-13 12:14:43","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242643,SO02529058,RO,SO00310268,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-07-07 14:10:29","2022-07-13 12:14:43","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242644,SO02529044,RO,SO00612746,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-07-07 14:10:29","2022-07-13 12:14:43","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242645,SO00000340,RO,SO00355306,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-07-07 14:10:29","2022-07-13 12:14:43","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242646,SO02529047,RO,SO00355053,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-07-07 14:10:29","2022-07-13 12:14:43","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242647,SO00072664,RO,SO00355053,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-07-07 14:10:29","2022-07-13 12:14:43","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242648,SO00136322,RO,SO00408089,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-07-07 14:10:29","2022-07-13 12:14:43","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242649,SO00020052,RO,SO00356420,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-07-07 14:10:29","2022-07-13 12:14:43","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242650,SO00001651,RO,SO00355203,operation_has_contraindication_with_patient_condition,SRT,SRT
1,1,"2022-07-07 14:10:29","2022-07-13 12:14:43","chen.chong. 2022-07-12 update deleted from [0] to [1], update is_source from [SRT] to [999] for the [钟山康复] project, the reason is [delete rels of old cid1[SO02529088] and then migrate to new cid1[SO00860237]];
fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242651,SO02529088,RO,SO00416796,operation_has_contraindication_with_patient_condition,SRT,"999"
1,0,"2022-07-07 14:10:29","2022-07-13 12:14:43","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242652,SO00001778,RO,SO01536350,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-07-07 14:10:29","2022-07-13 12:14:43","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242653,SO00337364,RO,SO00354852,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-07-07 14:10:29","2022-07-13 12:14:43","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242654,SO00643539,RO,SO00355203,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-07-07 14:10:29","2022-07-13 12:14:43","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242655,SO02529132,RO,SO00496235,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-07-07 14:10:29","2022-07-13 12:14:43","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242656,SO00005556,RO,SO00355306,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-07-07 14:10:29","2022-07-13 12:14:43","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242657,SO00338120,RO,SO00398919,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-07-07 14:10:29","2022-07-13 12:14:43","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242658,SO00069694,RO,SO01536350,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-07-07 14:10:29","2022-07-13 12:14:43","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242659,SO00069694,RO,SO00377641,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-07-07 14:10:29","2022-07-13 12:14:43","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242660,SO00604191,RO,SO00355306,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-07-07 14:10:29","2022-07-13 12:14:43","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242661,SO00013608,RO,SO00355053,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-07-07 14:10:29","2022-07-13 12:14:43","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242662,SO00135843,RO,SO00412489,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-07-07 14:10:29","2022-07-13 12:14:43","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242663,SO02529127,RO,SO00419523,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-07-07 14:10:29","2022-07-13 12:14:43","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242664,SO02529131,RO,SO00160028,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-07-07 14:10:29","2022-07-13 12:14:43","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242665,SO00069730,RO,SO01536350,operation_has_contraindication_with_patient_condition,SRT,SRT
1,0,"2022-07-07 14:10:29","2022-07-13 12:14:43","fangkankan 2022-07-07 bulk insert con relation for the [general] project, the reason is [bulk insert relations];
",95242666,SO01761405,RO,SO00355306,operation_has_contraindication_with_patient_condition,SRT,SRT
